2025-06-16 01:42:35,352 - INFO - System Monitor: Starting system monitoring...
2025-06-16 01:42:35,352 - INFO - CPU: Usage: 6.2%
2025-06-16 01:42:35,352 - INFO - Memory: Usage: 47.9%
2025-06-16 01:42:35,517 - INFO - System Info: Hostname: DESKTOP-DOLHM1N
2025-06-16 01:42:35,517 - INFO - System Info: Operating System: Windows 11
2025-06-16 01:42:35,519 - INFO - System Info: Python Version: 3.12.10
2025-06-16 01:42:35,539 - INFO - Network: Bytes Sent: 160247140, Bytes Received: 255615835
2025-06-16 01:42:35,539 - INFO - Software: Running Software:
2025-06-16 01:42:35,550 - INFO - Software: PID: 0, Name: System Idle Process, Username: NT AUTHORITY\SYSTEM
2025-06-16 01:42:36,181 - INFO - Software: PID: 3180, Name: svchost.exe, Username: None
2025-06-16 01:42:36,189 - INFO - Software: PID: 3308, Name: svchost.exe, Username: None
2025-06-16 01:42:36,197 - INFO - Software: PID: 3324, Name: svchost.exe, Username: None
2025-06-16 01:42:36,204 - INFO - Software: PID: 3332, Name: svchost.exe, Username: None
2025-06-16 01:42:36,205 - INFO - Software: PID: 3412, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,205 - INFO - Software: PID: 3464, Name: asus_framework.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,213 - INFO - Software: PID: 3472, Name: MemCompression, Username: None
2025-06-16 01:42:36,220 - INFO - Software: PID: 3508, Name: svchost.exe, Username: None
2025-06-16 01:42:36,226 - INFO - Software: PID: 3520, Name: atieclxx.exe, Username: None
2025-06-16 01:42:36,234 - INFO - Software: PID: 3556, Name: svchost.exe, Username: None
2025-06-16 01:42:36,242 - INFO - Software: PID: 3564, Name: svchost.exe, Username: None
2025-06-16 01:42:36,248 - INFO - Software: PID: 3624, Name: AsusOptimization.exe, Username: None
2025-06-16 01:42:36,255 - INFO - Software: PID: 3664, Name: svchost.exe, Username: None
2025-06-16 01:42:36,263 - INFO - Software: PID: 3720, Name: svchost.exe, Username: None
2025-06-16 01:42:36,270 - INFO - Software: PID: 3736, Name: svchost.exe, Username: None
2025-06-16 01:42:36,276 - INFO - Software: PID: 3788, Name: svchost.exe, Username: None
2025-06-16 01:42:36,278 - INFO - Software: PID: 3832, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,284 - INFO - Software: PID: 3940, Name: svchost.exe, Username: None
2025-06-16 01:42:36,286 - INFO - Software: PID: 3960, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,293 - INFO - Software: PID: 3972, Name: svchost.exe, Username: None
2025-06-16 01:42:36,294 - INFO - Software: PID: 4008, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,295 - INFO - Software: PID: 4088, Name: NVIDIA Overlay.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,303 - INFO - Software: PID: 4092, Name: svchost.exe, Username: None
2025-06-16 01:42:36,303 - INFO - Software: PID: 4200, Name: nvcontainer.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,310 - INFO - Software: PID: 4216, Name: DAX3API.exe, Username: None
2025-06-16 01:42:36,318 - INFO - Software: PID: 4236, Name: spoolsv.exe, Username: None
2025-06-16 01:42:36,326 - INFO - Software: PID: 4316, Name: svchost.exe, Username: None
2025-06-16 01:42:36,333 - INFO - Software: PID: 4396, Name: svchost.exe, Username: None
2025-06-16 01:42:36,341 - INFO - Software: PID: 4436, Name: svchost.exe, Username: None
2025-06-16 01:42:36,342 - INFO - Software: PID: 4536, Name: ShellExperienceHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,351 - INFO - Software: PID: 4548, Name: svchost.exe, Username: None
2025-06-16 01:42:36,358 - INFO - Software: PID: 4588, Name: mysqld.exe, Username: None
2025-06-16 01:42:36,360 - INFO - Software: PID: 4624, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,368 - INFO - Software: PID: 4632, Name: svchost.exe, Username: None
2025-06-16 01:42:36,376 - INFO - Software: PID: 4708, Name: svchost.exe, Username: None
2025-06-16 01:42:36,383 - INFO - Software: PID: 4824, Name: ArmouryCrateControlInterface.exe, Username: None
2025-06-16 01:42:36,392 - INFO - Software: PID: 4832, Name: ArmouryCrate.Service.exe, Username: None
2025-06-16 01:42:36,399 - INFO - Software: PID: 4840, Name: AsusPTPService.exe, Username: None
2025-06-16 01:42:36,409 - INFO - Software: PID: 4848, Name: AsusSoftwareManager.exe, Username: None
2025-06-16 01:42:36,414 - INFO - Software: PID: 4856, Name: svchost.exe, Username: None
2025-06-16 01:42:36,421 - INFO - Software: PID: 4860, Name: AsusAppService.exe, Username: None
2025-06-16 01:42:36,430 - INFO - Software: PID: 4876, Name: AsusSystemDiagnosis.exe, Username: None
2025-06-16 01:42:36,436 - INFO - Software: PID: 4888, Name: AsusSwitch.exe, Username: None
2025-06-16 01:42:36,445 - INFO - Software: PID: 4896, Name: AsusSystemAnalysis.exe, Username: None
2025-06-16 01:42:36,452 - INFO - Software: PID: 4908, Name: svchost.exe, Username: None
2025-06-16 01:42:36,458 - INFO - Software: PID: 4924, Name: DAX3API.exe, Username: None
2025-06-16 01:42:36,464 - INFO - Software: PID: 4932, Name: svchost.exe, Username: None
2025-06-16 01:42:36,473 - INFO - Software: PID: 4940, Name: ROGLiveService.exe, Username: None
2025-06-16 01:42:36,480 - INFO - Software: PID: 4956, Name: svchost.exe, Username: None
2025-06-16 01:42:36,486 - INFO - Software: PID: 4972, Name: SessionService.exe, Username: None
2025-06-16 01:42:36,494 - INFO - Software: PID: 4988, Name: RtkAudUService64.exe, Username: None
2025-06-16 01:42:36,500 - INFO - Software: PID: 5020, Name: svchost.exe, Username: None
2025-06-16 01:42:36,507 - INFO - Software: PID: 5028, Name: MpDefenderCoreService.exe, Username: None
2025-06-16 01:42:36,515 - INFO - Software: PID: 5036, Name: UltraViewer_Service.exe, Username: None
2025-06-16 01:42:36,520 - INFO - Software: PID: 5056, Name: logi_lamparray_service.exe, Username: None
2025-06-16 01:42:36,527 - INFO - Software: PID: 5064, Name: svchost.exe, Username: None
2025-06-16 01:42:36,529 - INFO - Software: PID: 5084, Name: mysqld.exe, Username: None
2025-06-16 01:42:36,539 - INFO - Software: PID: 5100, Name: nvcontainer.exe, Username: None
2025-06-16 01:42:36,549 - INFO - Software: PID: 5124, Name: MsMpEng.exe, Username: None
2025-06-16 01:42:36,554 - INFO - Software: PID: 5132, Name: wslservice.exe, Username: None
2025-06-16 01:42:36,561 - INFO - Software: PID: 5148, Name: OfficeClickToRun.exe, Username: None
2025-06-16 01:42:36,566 - INFO - Software: PID: 5228, Name: svchost.exe, Username: None
2025-06-16 01:42:36,574 - INFO - Software: PID: 5264, Name: svchost.exe, Username: None
2025-06-16 01:42:36,575 - INFO - Software: PID: 5272, Name: explorer.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,582 - INFO - Software: PID: 5308, Name: NgcIso.exe, Username: None
2025-06-16 01:42:36,600 - INFO - Software: PID: 5316, Name: svchost.exe, Username: None
2025-06-16 01:42:36,602 - INFO - Software: PID: 5940, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,603 - INFO - Software: PID: 5964, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,610 - INFO - Software: PID: 6340, Name: conhost.exe, Username: None
2025-06-16 01:42:36,621 - INFO - Software: PID: 6448, Name: svchost.exe, Username: None
2025-06-16 01:42:36,646 - INFO - Software: PID: 6772, Name: svchost.exe, Username: None
2025-06-16 01:42:36,647 - INFO - Software: PID: 6832, Name: python.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,656 - INFO - Software: PID: 6856, Name: unsecapp.exe, Username: None
2025-06-16 01:42:36,664 - INFO - Software: PID: 6940, Name: WmiPrvSE.exe, Username: None
2025-06-16 01:42:36,671 - INFO - Software: PID: 6956, Name: svchost.exe, Username: None
2025-06-16 01:42:36,671 - INFO - Software: PID: 7040, Name: TranslucentTB.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,671 - INFO - Software: PID: 7172, Name: asus_framework.exe, Username: None
2025-06-16 01:42:36,679 - INFO - Software: PID: 7276, Name: svchost.exe, Username: None
2025-06-16 01:42:36,682 - INFO - Software: PID: 7332, Name: RevoUninHelper.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,682 - INFO - Software: PID: 7388, Name: AMDRSSrcExt.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,689 - INFO - Software: PID: 7588, Name: svchost.exe, Username: None
2025-06-16 01:42:36,697 - INFO - Software: PID: 8444, Name: svchost.exe, Username: None
2025-06-16 01:42:36,704 - INFO - Software: PID: 8600, Name: AggregatorHost.exe, Username: None
2025-06-16 01:42:36,711 - INFO - Software: PID: 8704, Name: svchost.exe, Username: None
2025-06-16 01:42:36,712 - INFO - Software: PID: 8748, Name: Widgets.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,717 - INFO - Software: PID: 8788, Name: svchost.exe, Username: None
2025-06-16 01:42:36,725 - INFO - Software: PID: 8964, Name: svchost.exe, Username: None
2025-06-16 01:42:36,725 - INFO - Software: PID: 8976, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,725 - INFO - Software: PID: 8984, Name: SecurityHealthSystray.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,735 - INFO - Software: PID: 8996, Name: vmcompute.exe, Username: None
2025-06-16 01:42:36,736 - INFO - Software: PID: 9016, Name: NVIDIA Overlay.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,741 - INFO - Software: PID: 9224, Name: svchost.exe, Username: None
2025-06-16 01:42:36,743 - INFO - Software: PID: 9228, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,744 - INFO - Software: PID: 9324, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,751 - INFO - Software: PID: 9464, Name: WmiPrvSE.exe, Username: None
2025-06-16 01:42:36,757 - INFO - Software: PID: 9932, Name: NisSrv.exe, Username: None
2025-06-16 01:42:36,757 - INFO - Software: PID: 10344, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,760 - INFO - Software: PID: 10864, Name: asus_framework.exe, Username: None
2025-06-16 01:42:36,760 - INFO - Software: PID: 11040, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,761 - INFO - Software: PID: 11060, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,761 - INFO - Software: PID: 11388, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,769 - INFO - Software: PID: 11436, Name: WUDFHost.exe, Username: None
2025-06-16 01:42:36,770 - INFO - Software: PID: 11712, Name: ApplicationFrameHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,770 - INFO - Software: PID: 11880, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,770 - INFO - Software: PID: 11936, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,770 - INFO - Software: PID: 11944, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,770 - INFO - Software: PID: 12000, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,773 - INFO - Software: PID: 12024, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,780 - INFO - Software: PID: 12048, Name: svchost.exe, Username: None
2025-06-16 01:42:36,781 - INFO - Software: PID: 12064, Name: sihost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,782 - INFO - Software: PID: 12248, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,782 - INFO - Software: PID: 12292, Name: RtkAudUService64.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,783 - INFO - Software: PID: 12684, Name: RuntimeBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,783 - INFO - Software: PID: 12864, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,783 - INFO - Software: PID: 12896, Name: RuntimeBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,792 - INFO - Software: PID: 12984, Name: SecurityHealthService.exe, Username: None
2025-06-16 01:42:36,792 - INFO - Software: PID: 13228, Name: conhost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,792 - INFO - Software: PID: 13620, Name: ai.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,792 - INFO - Software: PID: 13704, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,792 - INFO - Software: PID: 13852, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,792 - INFO - Software: PID: 13884, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,804 - INFO - Software: PID: 14020, Name: svchost.exe, Username: None
2025-06-16 01:42:36,805 - INFO - Software: PID: 14048, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,813 - INFO - Software: PID: 14264, Name: svchost.exe, Username: None
2025-06-16 01:42:36,814 - INFO - Software: PID: 14428, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,814 - INFO - Software: PID: 14484, Name: RadeonSoftware.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,814 - INFO - Software: PID: 14660, Name: RuntimeBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,822 - INFO - Software: PID: 15116, Name: svchost.exe, Username: None
2025-06-16 01:42:36,824 - INFO - Software: PID: 15468, Name: ArmourySocketServer.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,825 - INFO - Software: PID: 15668, Name: NVIDIA Overlay.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,825 - INFO - Software: PID: 15932, Name: NVIDIA Overlay.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,833 - INFO - Software: PID: 15980, Name: winlogon.exe, Username: None
2025-06-16 01:42:36,839 - INFO - Software: PID: 16024, Name: dwm.exe, Username: None
2025-06-16 01:42:36,841 - INFO - Software: PID: 16076, Name: TextInputHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,841 - INFO - Software: PID: 16116, Name: audiodg.exe, Username: None
2025-06-16 01:42:36,841 - INFO - Software: PID: 16672, Name: SearchHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,841 - INFO - Software: PID: 17492, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,841 - INFO - Software: PID: 17732, Name: powershell.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,844 - INFO - Software: PID: 18124, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,850 - INFO - Software: PID: 18512, Name: nvcontainer.exe, Username: None
2025-06-16 01:42:36,852 - INFO - Software: PID: 18828, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,852 - INFO - Software: PID: 18860, Name: cncmd.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,854 - INFO - Software: PID: 18876, Name: ZaloCall.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,859 - INFO - Software: PID: 18896, Name: svchost.exe, Username: None
2025-06-16 01:42:36,862 - INFO - Software: PID: 18952, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,862 - INFO - Software: PID: 19020, Name: SystemSettings.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,862 - INFO - Software: PID: 19080, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,863 - INFO - Software: PID: 19160, Name: UniKeyNT.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,863 - INFO - Software: PID: 19200, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,869 - INFO - Software: PID: 20244, Name: svchost.exe, Username: None
2025-06-16 01:42:36,869 - INFO - Software: PID: 20488, Name: powershell.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,872 - INFO - Software: PID: 20524, Name: StartMenuExperienceHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,879 - INFO - Software: PID: 20624, Name: svchost.exe, Username: None
2025-06-16 01:42:36,879 - INFO - Software: PID: 20760, Name: AsusSystemAnalysis.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,889 - INFO - Software: PID: 20948, Name: wlanext.exe, Username: None
2025-06-16 01:42:36,889 - INFO - Software: PID: 20980, Name: UserOOBEBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,899 - INFO - Software: PID: 21208, Name: csrss.exe, Username: None
2025-06-16 01:42:36,903 - INFO - Software: PID: 21224, Name: SearchFilterHost.exe, Username: None
2025-06-16 01:42:36,903 - INFO - Software: PID: 21232, Name: AsusOptimizationStartupTask.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,903 - INFO - Software: PID: 21268, Name: taskhostw.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,903 - INFO - Software: PID: 21424, Name: NVIDIA Overlay.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,903 - INFO - Software: PID: 21516, Name: Cloudflare WARP.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,903 - INFO - Software: PID: 21580, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,903 - INFO - Software: PID: 21764, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,909 - INFO - Software: PID: 21812, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,909 - INFO - Software: PID: 21884, Name: nvsphelper64.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,911 - INFO - Software: PID: 22040, Name: svchost.exe, Username: None
2025-06-16 01:42:36,923 - INFO - Software: PID: 22140, Name: svchost.exe, Username: None
2025-06-16 01:42:36,923 - INFO - Software: PID: 22176, Name: WidgetService.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,927 - INFO - Software: PID: 23456, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,927 - INFO - Software: PID: 23796, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,927 - INFO - Software: PID: 24232, Name: WINWORD.EXE, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,927 - INFO - Software: PID: 24236, Name: CrossDeviceService.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,935 - INFO - Software: PID: 24324, Name: NVDisplay.Container.exe, Username: None
2025-06-16 01:42:36,941 - INFO - Software: PID: 24664, Name: svchost.exe, Username: None
2025-06-16 01:42:36,947 - INFO - Software: PID: 24692, Name: SearchFilterHost.exe, Username: None
2025-06-16 01:42:36,947 - INFO - Software: PID: 24712, Name: PhoneExperienceHost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,947 - INFO - Software: PID: 25076, Name: conhost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,947 - INFO - Software: PID: 25124, Name: AMDRSServ.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,951 - INFO - Software: PID: 25128, Name: chrome.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,952 - INFO - Software: PID: 25360, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,953 - INFO - Software: PID: 25812, Name: msedge.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,953 - INFO - Software: PID: 26164, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,953 - INFO - Software: PID: 26228, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,955 - INFO - Software: PID: 26404, Name: fontdrvhost.exe, Username: None
2025-06-16 01:42:36,960 - INFO - Software: PID: 26468, Name: Cursor.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,960 - INFO - Software: PID: 26668, Name: ArmourySwAgent.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,960 - INFO - Software: PID: 26852, Name: ArmouryCrate.UserSessionHelper.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,962 - INFO - Software: PID: 27108, Name: RuntimeBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,962 - INFO - Software: PID: 27164, Name: ZaloCap.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,964 - INFO - Software: PID: 27168, Name: Zalo.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,964 - INFO - Software: PID: 27436, Name: RuntimeBroker.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,965 - INFO - Software: PID: 27488, Name: AsusOSD.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,965 - INFO - Software: PID: 27664, Name: msedgewebview2.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,966 - INFO - Software: PID: 27976, Name: ai.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,966 - INFO - Software: PID: 28000, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
2025-06-16 01:42:36,966 - INFO - Software: PID: 28056, Name: svchost.exe, Username: DESKTOP-DOLHM1N\ft
